count,whiteWins,blackWins,draw,opening_name,opening_variation
1740,828,761,151,English Opening," Symmetrical Variation, Hedgehog Defense"
1737,878,779,80,English Opening," King's English Variation, Two Knights Variation, Fianchetto Line"
1731,833,828,70,Caro-Kann Defense, Toikkanen Gambit
1723,609,529,585,Semi-Slav Defense," Marshall Gambit, Main Line"
1723,958,703,62,Four Knights Game," Scotch Variation, Oxford Gambit"
1721,754,874,93,French Defense," MacCutcheon Variation, Chigorin Variation"
1719,847,764,108,Queen's Pawn Game," Torre Attack, Grünfeld Variation, Main Line"
1718,943,713,62,Lion Defense, Anti-Philidor
1716,790,889,37,Latvian Gambit," Mayet Attack, Polerio-Svedenborg Variation"
1712,799,844,69,Alekhine Defense," Modern Variation, Alekhine Gambit"
1706,1008,654,44,King's Gambit Accepted," Fischer Defense, Spanish Variation"
1704,784,813,107,King's Indian Defense," Fianchetto Variation, Lesser Simagin (Spassky)"
1702,867,767,68,Sicilian Defense," Dragon Variation, Classical Variation, Amsterdam Variation"
1697,829,789,79,Queen's Gambit Declined, Neo-Orthodox Variation
1695,771,826,98,Ruy Lopez," Morphy Defense, Cozio Defense"
1692,844,767,81,King's Indian Defense," Normal Variation, Deferred Fianchetto"
1690,880,699,111,Four Knights Game," Spanish Variation, Symmetrical Variation"
1689,741,834,114,Caro-Kann Defense," Panov Attack, Fianchetto Defense, Fianchetto Gambit"
1688,825,791,72,Nimzo-Indian Defense," Normal Variation, Hübner Deferred"
1682,785,858,39,Ruy Lopez," Berlin Defense, Fishing Pole Variation"
1678,774,799,105,Sicilian Defense," Dragon Variation, Classical Variation, Battery Variation"
1671,746,832,93,King's Indian Defense," Fianchetto Variation, Larsen Defense"
1668,765,821,82,French Defense," Tarrasch Variation, Haberditz Variation"
1664,815,754,95,King's Indian Defense," Fianchetto Variation, Yugoslav Variation, Rare Line"
1660,816,678,166,Slav Defense," Chameleon Variation, Advance System"
1658,997,605,56,Semi-Slav Defense," Noteboom Variation, Anti-Noteboom Variation"
1648,898,641,109,Caro-Kann Defense," Classical Variation, Seirawan Variation"
1645,883,728,34,King's Pawn Game," Clam Variation, Radisch Gambit"
1643,750,808,85,Caro-Kann Defense, Gurgenidze Counterattack
1641,824,687,130,Sicilian Defense," Najdorf Variation, Poisoned Pawn Variation"
1641,738,814,89,Ruy Lopez," Schliemann Defense, Tartakower Variation"
1637,831,724,82,Sicilian Defense," O'Kelly Variation, Réti System"
1626,816,734,76,Sicilian Defense," Dragon Variation, Classical Variation, Grigoriev Variation"
1622,807,751,64,Sicilian Defense, Kupreichik Variation
1616,742,814,60,English Opening, Achilles-Omega Gambit
1616,735,771,110,Bogo-Indian Defense, Vitolins Variation
1611,790,701,120,Nimzo-Indian Defense, Normal Variation
1607,817,682,108,Russian Game," Classical Attack, Mason Variation"
1600,959,597,44,Italian Game," Two Knights Defense, Max Lange Attack, Krause Variation"
1596,706,831,59,Polish Opening," King's Indian Variation, Schiffler Attack"
1593,1103,442,48,Italian Game," Giuoco Piano, Aitken Variation"
1591,831,702,58,French Defense, Henneberger Variation
1588,724,750,114,French Defense," Winawer Variation, Poisoned Pawn Variation, Main Line"
1581,772,726,83,Ruy Lopez," Morphy Defense, Bayreuth Variation"
1580,766,748,66,Vienna Game," Vienna Gambit, Steinitz Variation"
1574,708,801,65,Van Geet Opening, Hector Gambit
1571,779,736,56,Alekhine Defense," Scandinavian Variation, Myers Gambit"
1565,810,675,80,Ruy Lopez," Steinitz Defense, Nimzowitsch Attack"
1561,791,672,98,Queen's Gambit Declined," Orthodox Defense, Rubinstein Variation"
1561,686,649,226,Queen's Gambit Accepted," Classical Defense, Main Line"
1557,613,873,71,Ware Opening, Meadow Hay Trap
1555,745,738,72,Sicilian Defense," Classical Variation, Anti-Sozin Variation"
1555,759,739,57,French Defense," Winawer Variation, Retreat Variation"
1553,670,777,106,Sicilian Defense," Najdorf Variation, Opocensky Variation, Traditional Line"
1552,761,733,58,Grünfeld Defense, Lutikov Variation
1543,741,731,71,Sicilian Defense," Sozin Attack, Main Line"
1541,749,749,43,Bird Opening, Williams-Zilbermints Gambit
1536,723,695,118,King's Indian Attack, Spassky Variation
1536,756,701,79,Sicilian Defense," Closed, Botvinnik Defense"
1529,739,688,102,Queen's Indian Defense," Kasparov-Petrosian Variation, Main Line"
1516,745,722,49,Bronstein Gambit,~
1515,727,701,87,Queen's Pawn Game," Barry Attack, Grünfeld Variation"
1513,726,604,183,Queen's Indian Defense, Petrosian Variation
1502,782,663,57,King's Indian Defense," Averbakh Variation, Geller Defense"
1496,736,690,70,Sicilian Defense," Richter-Rauzer Variation, Modern Variation"
1493,699,737,57,Dutch Defense, Alapin Variation
1492,754,676,62,Sicilian Defense," O'Kelly Variation, Venice System, Ljubojevic Line"
1492,775,623,94,Grünfeld Defense, Russian Variation
1490,730,693,67,Philidor Defense, Boden Variation
1490,746,688,56,Polish Opening, Myers Variation
1490,647,717,126,Queen's Gambit Declined," Tartakower Defense, Makogonov Exchange Variation"
1486,692,689,105,Ruy Lopez," Morphy Defense, Breyer Defense, Zaitsev Hybrid"
1486,728,654,104,Nimzo-Indian Defense," Normal Variation, Gligoric System"
1484,673,718,93,English Opening," Symmetrical Variation, Rubinstein Variation"
1483,821,610,52,Semi-Slav Defense, Romih Variation
1483,603,471,409,Italian Game," Evans Gambit, Tartakower Attack"
1481,794,626,61,Polish Opening, Queen's Indian Variation
1476,701,732,43,Sicilian Defense," Scheveningen Variation, Matanovic Attack"
1472,854,561,57,Dutch Defense, Janzen-Korchnoi Gambit
1471,849,554,68,Caro-Kann Defense," Karpov Variation, Modern Variation"
1465,672,724,69,Grünfeld Defense," Brinckmann Attack, Grünfeld Gambit"
1462,710,684,68,Modern Defense, Randspringer Variation
1459,777,629,53,Queen's Gambit Accepted, Winawer Defense
1453,732,678,43,Modern Defense, Westermann Gambit
1451,649,735,67,Blackmar-Diemer Gambit Declined, Brombacher Countergambit
1450,650,732,68,Philidor Defense," Lion Variation, Lion's Claw"
1448,716,670,62,Bishop's Opening, Kitchener Folly
1447,705,680,62,Pirc Defense, 150 Attack
1446,687,667,92,Ruy Lopez," Berlin Defense, l'Hermet Variation"
1444,710,670,64,Queen's Gambit Accepted, Bogoljubov Defense
1441,731,675,35,Italian Game," Classical Variation, Alexandre Gambit"
1439,635,660,144,Semi-Slav Defense," Meran Variation, Wade Variation"
1434,791,607,36,King's Gambit Accepted, Ghulam-Kassim Gambit
1433,678,677,78,Grünfeld Defense, Smyslov Defense
1428,691,676,61,Queen's Gambit Declined, Alekhine Variation
1421,673,680,68,Sicilian Defense," Dragon Variation, Fianchetto Variation"
1415,751,622,42,French Defense," Alekhine-Chatard Attack, Breyer Variation"
1403,714,607,82,Vienna Game," Vienna Gambit, Modern Variation"
1400,732,584,84,Indian Defense, Polish Variation
1395,743,605,47,Latvian Gambit, Greco Variation
1386,561,757,68,Caro-Kann Defense, Labahn Attack
1384,691,621,72,Sicilian Defense," Kan Variation, Polugaevsky Variation"
1383,650,652,81,Polish Opening," King's Indian Variation, Sokolsky Attack"
1383,597,724,62,Sicilian Defense, Grob Variation
1383,608,731,44,Nimzo-Larsen Attack, Pachman Gambit
1381,688,632,61,Sicilian Defense," O'Kelly Variation, Aronin System"
1379,655,647,77,King's Indian Defense, Kazakh Variation
1378,641,670,67,Indian Defense," Anti-Grünfeld, Alekhine Variation"
1378,794,525,59,Four Knights Game," Scotch Variation, Krause Gambit"
1376,711,603,62,King's Indian Defense," Sämisch Variation, Double Fianchetto"
1367,706,609,52,Sicilian Defense, Big Clamp Formation
1364,641,631,92,Sicilian Defense," Four Knights Variation, Cobra Variation"
1363,634,642,87,Dutch Defense," Classical Variation, Huisl Variation"
1363,709,605,49,French Defense," Classical Variation, Pollock Variation"
1363,685,640,38,Bird Opening," From's Gambit, Bahr Gambit"
1361,664,637,60,Caro-Kann Defense," Euwe Attack, Prins Gambit"
1359,781,531,47,King's Indian Defense, Averbakh Variation
1343,644,614,85,King's Indian Defense," Fianchetto Variation, Immediate Fianchetto"
1343,581,718,44,English Orangutan,~
1339,713,573,53,Sicilian Defense," Grand Prix Attack, Schofman Variation"
1339,688,593,58,Queen's Gambit Accepted, Smyslov Variation
1338,704,587,47,Sicilian Defense," Smith-Morra Gambit Accepted, Chicago Defense"
1336,625,660,51,Benoni Defense, King's Indian System
1334,699,604,31,French Defense," Steinitz Variation, Gledhill Attack"
1332,754,525,53,Nimzowitsch Defense, Neo-Mongoloid Defense
1331,635,652,44,Grob Opening, London Defense
1326,620,598,108,French Defense," Rubinstein Variation, Kasparov Attack"
1322,660,587,75,Bird Opening, Myers Defense
1321,708,575,38,Vienna Game, Giraffe Attack
1320,616,595,109,Russian Game," Classical Attack, Mason-Showalter Variation"
1318,591,666,61,Sicilian Defense," Taimanov Variation, American Attack"
1311,539,739,33,Ponziani Opening, Vukovic Gambit
1309,666,595,48,Nimzowitsch Defense," Kennedy Variation, Hammer Gambit"
1308,612,640,56,Ruy Lopez," Morphy Defense, Schliemann Defense Deferred"
1297,594,661,42,Blackmar-Diemer Gambit," Zeller Defense, Soller Attack"
1293,620,603,70,Sicilian Defense," O'Kelly Variation, Maróczy Bind, Robatsch Line"
1287,378,847,62,Kádas Opening, Beginner's Trap
1283,690,555,38,Caro-Kann Defense, Hector Gambit
1282,638,610,34,Italian Game," Two Knights Defense, Kloss Gambit"
1277,589,624,64,Polish Opening, Zukertort System
1277,703,526,48,Réti Opening," Réti Gambit, Keres Variation"
1272,552,607,113,Queen's Gambit Accepted," Classical Defense, Rubinstein Variation"
1271,582,640,49,King's Pawn Game, Weber Gambit
1269,743,489,37,Ruy Lopez, Pollock Defense
1264,579,585,100,Queen's Gambit Accepted," Classical Defense, Steinitz Variation, Exchange Variation"
1263,636,574,53,Old Indian Defense," Janowski Variation, Main Line"
1261,674,531,56,Queen's Gambit Declined, Manhattan Variation
1260,678,517,65,Queen's Pawn Game, Chandler Gambit
1259,598,630,31,King's Gambit Declined," Falkbeer Countergambit, Rubinstein Variation"
1258,654,566,38,King's Gambit Accepted," Bishop's Gambit, First Jaenisch Variation"
1257,613,563,81,Réti Opening," Anglo-Slav Variation, New York System"
1254,625,582,47,Modern Defense," Averbakh Variation, Pseudo-Sämisch"
1252,597,570,85,Queen's Indian Defense," Fianchetto Variation, Sämisch Variation"
1250,618,581,51,Nimzo-Indian Defense," Three Knights Variation, Korchnoi Variation"
1248,612,561,75,Ruy Lopez," Closed, Delayed Exchange"
1245,651,535,59,Queen's Indian Defense, Kasparov-Petrosian Variation
1239,563,614,62,Queen's Gambit Declined," Austrian Defense, Gusev Countergambit"
1237,624,564,49,Modern Defense, Neo-Modern Defense
1232,562,620,50,Italian Game," Evans Gambit, Bronstein Defense"
1230,632,539,59,Grob Opening, Alessi Gambit
1219,638,549,32,Alekhine Defense, Spielmann Gambit
1219,647,521,51,English Opening," King's English Variation, Four Knights Variation, Bradley Beach Variation"
1212,555,599,58,Ruy Lopez," Closed, Morphy Attack"
1209,368,806,35,Sicilian Defense, Amazon Attack
1202,584,531,87,English Opening, Neo-Catalan Declined
1202,587,564,51,Ruy Lopez," Exchange Variation, Romanovsky Variation"
1201,610,543,48,French Defense, Baeuerle Gambit
1197,606,543,48,Ruy Lopez," Berlin Defense, Kaufmann Variation"
1196,565,582,49,Zukertort Opening, The Potato
1193,647,494,52,Indian Defense," Budapest Defense, Alekhine Variation, Abonyi Variation"
1190,560,567,63,French Defense," Winawer Variation, Petrosian Variation"
1187,640,519,28,French Defense, Franco-Hiva Gambit Accepted
1184,588,539,57,King's Indian Defense," Averbakh Variation, Benoni Defense, Advance Variation"
1181,570,561,50,Alekhine Defense," Modern Variation, Panov Variation"
1180,295,825,60,Ruy Lopez, Noah's Ark Trap
1168,523,598,47,Indian Defense," Gedult Attack, Gedult Attack"
1167,458,665,44,Sicilian Defense, King David's Opening
1166,574,542,50,Ruy Lopez," Berlin Defense, Mortimer Variation"
1166,611,478,77,Nimzo-Indian Defense," Hübner Variation, Rubinstein Variation"
1164,561,565,38,Italian Game," Hungarian Defense, Tartakower Variation"
1163,633,468,62,French Defense," Winawer Variation, Alekhine Gambit Accepted"
1162,497,537,128,Ruy Lopez," Exchange, Alekhine Variation"
1161,648,462,51,King's Indian Defense," Orthodox Variation, Classical System, Neo-Classical Line"
1160,656,465,39,Zukertort Opening, Lisitsyn Gambit Deferred
1159,575,528,56,Sicilian Defense," Lasker-Pelikan Variation, Bird Variation"
1157,525,578,54,Vienna Game," Vienna Gambit, Bardeleben Variation"
1157,581,529,47,Benoni Defense, Knight's Tour Variation
1156,563,492,101,Queen's Gambit Accepted," Classical Defense, Steinitz Variation, Development Variation"
1153,672,436,45,Queen's Gambit Accepted, Schwartz Defense
1152,591,483,78,Queen's Gambit Declined," Cambridge Springs Defense, Bogoljubov Variation"
1144,460,661,23,King's Gambit Accepted," Salvio Gambit, Anderssen Counterattack"
1142,507,579,56,Benoni Defense, Uhlmann Variation
1140,557,550,33,King's Gambit Accepted," Bishop's Gambit, Lopez Defense"
1138,614,490,34,King's Gambit Accepted," Kieseritzky Gambit, Cotter Gambit"
1133,594,485,54,Nimzo-Indian Defense," Classical Variation, Zurich Variation"
1130,512,566,52,Hungarian Opening, Van Kuijk Gambit
1114,501,537,76,Bird Opening, Horsefly Defense
1112,592,473,47,Rubinstein Opening, Classical Defense
1107,430,373,304,Queen's Indian Defense," Fianchetto Variation, Check Variation, Intermezzo Line"
1104,481,548,75,Grünfeld Defense, Opocensky Variation
1096,481,559,56,Sicilian Defense," Richter-Rauzer Variation, Vitolins Variation"
1096,518,496,82,Sicilian Defense," Alapin Variation, Barmen Defense, Endgame Variation"
1096,603,448,45,French Defense," Winawer Variation, Advance Variation, Moscow Variation"
1093,547,482,64,Neo-Grünfeld Defense," Classical Variation, Polgar Variation"
1092,523,531,38,Indian Defense, Gibbins-Wiedenhagen Gambit Accepted
1089,389,662,38,Ruy Lopez," Marshall Attack, Original Marshall Attack"
1086,513,523,50,Scandinavian Defense, Kádas Gambit
1086,530,500,56,Sicilian Defense," Dragon Variation, Classical Variation, Normal Line"
1083,594,422,67,Ruy Lopez," Closed, Smyslov Defense"
1082,475,557,50,Vulture Defense,~
1076,573,472,31,Queen's Gambit Declined, Miles Variation
1066,472,557,37,Polish Defense, Spassky Gambit Accepted
1062,567,442,53,Ruy Lopez," Closed, Kholmov Variation"
1054,466,500,88,Queen's Indian Defense," Classical Variation, Traditional Variation, Main Line"
1054,518,490,46,Indian Defense, Pyrenees Gambit
1047,595,424,28,Nimzo-Indian Defense, Ragozin Defense
1038,553,436,49,Nimzo-Indian Defense," Normal Variation, Taimanov Variation"
1036,487,497,52,Sicilian Defense," O'Kelly Variation, Kieseritzky System"
1030,542,444,44,London System, Poisoned Pawn Variation
1029,672,325,32,Modern Defense, Fianchetto Gambit
1028,498,484,46,French Defense," Rubinstein Variation, Maric Variation"
1025,495,480,50,Ruy Lopez," Closed, Center Attack"
1019,499,498,22,King's Gambit Accepted, Breyer Gambit
1015,406,564,45,King's Indian Defense," Semi-Classical Variation, Exchange Variation"
1014,579,376,59,Sicilian Defense, Venice Attack
1013,382,594,37,Sicilian Defense, Brick Variation
1006,491,474,41,King's Pawn Game, Bavarian Gambit
1004,491,438,75,Slav Defense," Czech Variation, Krause Attack"
999,519,405,75,Polish Opening, Rooks Swap Line
995,484,437,74,Four Knights Game, Nimzowitsch Variation
992,460,500,32,Ponziani Opening, Caro Gambit
991,478,466,47,King's Indian Defense," Petrosian Variation, Normal Defense"
991,498,452,41,Dutch Defense, Nimzo-Dutch Variation
990,362,595,33,Englund Gambit Complex Declined, Diemer Counterattack
988,463,476,49,Benko Gambit Declined, Sosonko Variation
980,514,421,45,Sicilian Defense," O'Kelly Variation, Venice System, Barcza Line"
979,503,400,76,Sicilian Defense," Richter-Rauzer Variation, Neo-Modern Variation, Early Deviations"
978,479,444,55,Benko Gambit Declined, Quiet Line
976,536,401,39,English Opening," Agincourt Defense, Bogoljubov Defense"
969,473,429,67,Queen's Gambit Declined," Harrwitz Attack, Main Line"
964,565,368,31,Pirc Defense, Chinese Variation
960,451,452,57,Benko Gambit Accepted, Dlugy Variation
957,411,514,32,King's Gambit Accepted, Greco Gambit
957,495,403,59,King's Gambit Accepted," Bishop's Gambit, Bogoljubov Defense"
952,458,444,50,Bird Opening, Mujannah
945,499,421,25,Ruy Lopez, Bird's Defense Deferred
943,481,382,80,Sicilian Defense," O'Kelly Variation, Maróczy Bind, Geller Line"
939,517,381,41,Ruy Lopez, Bulgarian Variation
939,542,376,21,Van Geet Opening, Kluever Gambit
938,418,483,37,Sicilian Defense," Smith-Morra Gambit Accepted, Taimanov Formation"
938,448,451,39,Benoni Defense," Classical Variation, Main Line"
936,465,420,51,Indian Defense, Dzindzi-Indian Defense
933,440,453,40,Queen's Gambit Declined," Albin Countergambit, Fianchetto Variation, Be6 Line"
933,465,397,71,Queen's Indian Defense, Riumin Variation
931,458,428,45,Queen's Indian Defense, Anti-Queen's Indian System
927,568,313,46,French Defense," Classical Variation, Alapin Variation"
926,451,446,29,Polish Opening, Tartakower Gambit
924,464,409,51,Queen's Indian Defense, Miles Variation
923,360,530,33,King's Pawn Game, Pachman Wing Gambit
923,526,336,61,Catalan Opening," Closed, Botvinnik Variation"
921,457,421,43,Sicilian Defense," Smith-Morra Gambit Declined, Wing Formation"
913,413,473,27,King's Gambit Accepted, Mayet Gambit
913,438,395,80,Sicilian Defense," Dragon Variation, Yugoslav Attack, Czerniak Variation"
912,415,469,28,Torre Attack, Wagner Gambit
905,393,468,44,Scotch Game," Classical Variation, Millennium Variation"
903,307,551,45,King's Gambit Accepted, Gaga Gambit
891,444,419,28,Ruy Lopez," Classical Variation, Charousek Variation"
891,447,408,36,Sicilian Defense," Rossolimo Variation, Brooklyn Retreat Defense"
887,435,382,70,Queen's Gambit Declined," Semi-Tarrasch Defense, San Sebastian Variation"
884,431,377,76,Réti Opening," Advance Variation, Michel Gambit"
881,359,493,29,Italian Game," Classical Variation, Center Holding Variation"
878,492,373,13,Italian Game," Evans Gambit, Waller Attack"
877,477,357,43,French Defense," Rubinstein Variation, Ellis Gambit"
875,487,354,34,Queen's Gambit Accepted," Alekhine Defense, Haberditz Variation"
874,412,422,40,Polish Opening, German Defense
872,410,385,77,Semi-Slav Defense," Marshall Gambit, Forgotten Variation"
870,429,401,40,Italian Game," Two Knights Defense, Steinitz Variation"
867,424,412,31,Neo-Grünfeld Defense, Goglidze Attack
866,308,521,37,Ruy Lopez, Halloween Attack
863,380,352,131,Ruy Lopez," Open Berlin Defense, l'Hermet Variation"
862,416,414,32,Horwitz Defense," Dutch Defense, Bellon Gambit"
861,404,394,63,King's Indian Attack, Pachman System
858,434,375,49,Grünfeld Defense," Three Knights Variation, Vienna Variation"
857,423,379,55,Sicilian Defense," Classical Variation, Fianchetto Variation"
856,400,428,28,Philidor Defense," Hanham Variation, Krause Variation"
854,481,345,28,Four Knights Game," Scotch Variation, Belgrade Gambit, Modern Defense"
853,389,365,99,Nimzo-Indian Defense," Normal Variation, Gligoric System, Exchange at c4"
853,425,381,47,Queen's Gambit Declined, Westphalian Variation
852,446,349,57,English Opening," Symmetrical Variation, Double Fianchetto"
849,440,356,53,Queen's Gambit Declined," Orthodox Defense, Rubinstein Attack"
847,489,325,33,Semi-Slav Defense," Noteboom Variation, Anti-Noteboom Gambit"
842,467,302,73,Ruy Lopez," Open, Riga Variation"
840,393,422,25,King's Gambit Accepted," Bishop's Gambit, Cozio Variation"
831,424,354,53,King's Indian Defense," Fianchetto Variation, Hungarian Variation"
829,221,206,402,Ruy Lopez," Open, Bernstein Variation"
829,392,410,27,Latvian Gambit Accepted, Bronstein Attack
822,408,390,24,Philidor Defense," Hanham Variation, Delmar Variation"
816,369,387,60,Ruy Lopez," Exchange Variation, Bronstein Variation"
814,418,341,55,Tarrasch Defense," Classical Variation, Carlsbad Variation"
808,408,347,53,Nimzo-Indian Defense, Fischer Variation
807,399,334,74,Sicilian Defense," Najdorf Variation, Poisoned Pawn Accepted"
806,379,398,29,Caro-Kann Defense, Spike Variation
804,420,344,40,Polish Opening, Queenside Defense
804,343,435,26,Alekhine Defense," Modern Variation, Alekhine Variation"
803,359,393,51,Alekhine Defense," Modern Variation, Flohr Variation"
802,305,470,27,King's Gambit Accepted," Rosentreter Gambit, Bird Gambit"
802,404,364,34,Queen's Pawn Game, Morris Countergambit
799,385,382,32,Benoni Defense," Classical Variation, Czerniak Defense"
795,369,395,31,Rat Defense, Petruccioli Attack
790,401,358,31,Benoni Defense," Classical Variation, Czerniak Defense, Tal Line"
790,269,497,24,Elephant Gambit, Wasp Variation
786,397,359,30,Sicilian Defense," Hyperaccelerated Pterodactyl, Exchange Variation"
783,353,372,58,Slav Defense," Czech Variation, Classical System, Main Line"
782,378,352,52,Ruy Lopez," Berlin Defense, Hedgehog Variation"
780,319,433,28,King's Gambit Declined," Falkbeer Countergambit, Anderssen Attack"
779,401,343,35,King's Indian Defense," Averbakh Variation, Nc6 Defense"
778,432,305,41,Sicilian Defense," Delayed Alapin, Basman-Palatnik Double Gambit"
778,436,314,28,Sicilian Defense," Scheveningen Variation, Delayed Keres Attack"
774,464,284,26,Philidor Defense, Paulsen Attack
774,518,234,22,Ruy Lopez," Open, Skipworth Gambit"
773,324,414,35,Ruy Lopez," Classical Defense, Benelux Variation"
772,391,349,32,Queen's Gambit Declined," Tartakower Defense, Exchange Variation"
768,365,372,31,Indian Defense," Knights Variation, Alburt-Miles Variation"
767,426,312,29,Ruy Lopez," Berlin Defense, Nyholm Attack"
754,395,335,24,Nimzowitsch Defense," Scandinavian Variation, Aachen Gambit"
754,317,399,38,Ponziani Opening, Steinitz Variation
751,437,297,17,King's Gambit Accepted, Kieseritzky Gambit
748,395,300,53,Queen's Gambit Declined," Cambridge Springs Defense, Yugoslav Variation"
747,372,333,42,Scotch Game," Classical Variation, Blackburne Attack"
745,423,299,23,Italian Game," Scotch Gambit, Max Lange Attack Accepted"
741,429,293,19,Sicilian Defense," Delayed Alapin, Basman-Palatnik Gambit"
738,338,375,25,Sicilian Defense," O'Kelly Variation, Normal System, Cortlever Gambit"
736,413,281,42,Rubinstein Opening, Bogoljubov Defense
735,402,308,25,English Opening," King's English Variation, Smyslov Defense"
734,358,334,42,Sicilian Defense," Nimzowitsch Variation, Main Line"
732,343,350,39,English Opening," King's English Variation, Closed System, Full Symmetry"
731,369,333,29,Ponziani Opening, Réti Variation
729,393,281,55,Nimzo-Indian Defense," Normal Variation, Botvinnik System"
728,398,306,24,Owen Defense, Naselwaus Gambit
728,302,359,67,Italian Game, Giuoco Piano
726,397,300,29,French Defense," MacCutcheon Variation, Advance Variation"
725,383,309,33,Caro-Kann Defense, Finnish Variation
722,302,356,64,Nimzo-Indian Defense," Classical Variation, Keres Defense"
720,325,360,35,Alekhine Defense," Four Pawns Attack, Cambridge Gambit"
716,353,334,29,Benoni Defense, Pawn Storm Variation
715,425,263,27,Ware Defense, Snagglepuss Defense
713,367,305,41,Slav Defense," Czech Variation, Wiesbaden Variation"
711,359,307,45,Modern Defense, Gurgenidze Defense
706,300,339,67,Tarrasch Defense," Classical Variation, Advance Variation"
706,391,278,37,Dutch Defense, Fianchetto Variation
703,276,405,22,Sicilian Defense, Gaw-Paw Variation
702,331,325,46,Slav Defense, Süchting Variation
700,378,286,36,Semi-Slav Defense," Stoltz Variation, Shabalov Attack"
698,350,311,37,Sicilian Defense," Kan Variation, Wing Attack, Fianchetto Variation"
698,343,329,26,Caro-Kann Defense," Advance Variation, Prins Attack"
693,394,282,17,King's Gambit Accepted," Rosentreter Gambit, Testa Variation"
691,338,322,31,French Defense, MacCutcheon Variation
691,318,346,27,Sicilian Defense," Najdorf Variation, Polugaevsky Variation"
690,368,279,43,French Defense," Tarrasch Variation, Eliskases Variation"
689,358,289,42,Sicilian Defense," Nimzowitsch Variation, Exchange Variation"
684,369,210,105,Queen's Gambit Declined," Harrwitz Attack, Two Knights Defense, Blockade Line"
683,322,317,44,Pterodactyl Defense," Eastern, Pteranodon"
683,296,363,24,St. George Defense," New St. George, Sanky-George Gambit"
681,303,351,27,Philidor Defense," Lion Variation, Bishop Sacrifice"
675,322,280,73,Queen's Indian Defense, Yates Variation
673,313,328,32,Grünfeld Defense, Counterthrust Variation
673,320,323,30,Sicilian Defense," O'Kelly Variation, Wing Gambit"
672,331,307,34,Réti Opening," Anglo-Slav Variation, Capablanca Variation"
666,292,346,28,King's Gambit Accepted," Bishop's Gambit, Steinitz Defense"
665,333,304,28,Blackmar-Diemer Gambit, Kaulich Defense
663,387,259,17,Bishop's Opening," Boden-Kieseritzky Gambit, Lichtenhein Defense"
661,242,391,28,Ruy Lopez," Marshall Attack, Main Line"
658,435,207,16,Pirc Defense," Austrian Attack, Unzicker Attack, Bronstein Variation"
657,339,266,52,Neo-Grünfeld Defense, Exchange Variation
655,363,277,15,King's Gambit Accepted," Allgaier Gambit, Urusov Attack"
651,320,313,18,King's Gambit Accepted," Bishop's Gambit, Boden Variation"
646,371,247,28,St. George Defense, Zilbermints Gambit
646,339,278,29,Carr Defense, Zilbermints Gambit
645,354,270,21,Queen's Gambit Accepted, Godes Variation
644,405,217,22,Indian Defense, Medusa Gambit
643,323,290,30,Neo-Grünfeld Defense,~
642,328,294,20,Benoni Defense, Woozle
642,268,337,37,French Defense," Winawer Variation, Retreat Variation, Armenian Line"
638,346,270,22,Scotch Game, Horwitz Attack
637,315,291,31,Queen's Gambit Declined," Orthodox Defense, Fianchetto Variation"
636,332,281,23,King's Pawn Game, La Bourdonnais Gambit
634,321,284,29,Ruy Lopez," Classical Defense, Boden Variation"
629,289,312,28,Alekhine Defense, Kmoch Variation
628,280,330,18,Vienna Game, Hamppe-Meitner Variation
628,323,275,30,Bishop's Opening, Lopez Variation
628,359,257,12,Bishop's Opening, Anderssen Gambit
626,286,299,41,Nimzo-Indian Defense," Classical Variation, Milner-Barry Variation"
616,281,319,16,King's Gambit Accepted, Philidor Gambit
613,295,293,25,English Opening," King's English Variation, Closed System"
613,342,254,17,Scandinavian Defense," Anderssen Counterattack, Collijn Variation"
605,388,201,16,Sicilian Defense, Magnus Smith Trap
602,277,309,16,King's Gambit Declined," Falkbeer Countergambit, Miles Gambit"
602,283,265,54,Queen's Indian Defense, Fianchetto Variation
600,260,324,16,French Defense, Banzai-Leong Gambit
599,305,253,41,Russian Game, Kaufmann Attack
596,286,281,29,Van Geet Opening, Myers Attack
595,306,270,19,Trompowsky Attack, Poisoned Pawn Variation
593,278,263,52,Nimzo-Indian Defense," Normal Variation, Schlechter Defense"
590,310,254,26,French Defense," Exchange Variation, Bogoljubov Variation"
589,316,251,22,Philidor Defense," Nimzowitsch Variation, Rellstab Variation"
583,307,262,14,Semi-Slav Defense," Noteboom Variation, Anti-Noteboom Variation, Belyavsky Line"
583,270,266,47,Russian Game," Classical Attack, Chigorin Variation"
581,400,162,19,Zukertort Defense, Sicilian Knight Variation
581,283,262,36,Ruy Lopez," Classical Variation, Cordel Gambit"
577,296,247,34,Réti Opening," Anglo-Slav Variation, Bled Variation"
575,256,297,22,Ruy Lopez," Morphy Defense, Modern Steinitz Defense, Siesta Variation"
575,318,235,22,Zukertort Opening, Drunken Cavalry Variation
575,311,244,20,Philidor Defense," Lion Variation, Shirov Gambit"
574,262,284,28,Sicilian Defense," Kan Variation, Maróczy Bind, Bronstein Variation"
573,263,266,44,Grünfeld Defense," Exchange Variation, Modern Exchange Variation, Kramnik's Line"
572,270,279,23,King's Indian Defense," Fianchetto Variation, Benjamin Defense"
571,278,271,22,Pterodactyl Defense," Fianchetto, Queen Pteranodon"
570,250,299,21,Benko Gambit Declined, Bishop Attack
